character,description,runtime,imdb_score,imdb_votes,title,tmdb_score,animation,comedy,crime,documentation,drama,family,fantasy,history,horror,music,reality,romance,scifi,sport,thriller,war,western,AU,BR,CA,CAUS,CL,CN,CO,DE,DK,EG,ES,FR,GB,GBUS,HK,ID,IL,IN,IT,JP,KR,MX,MY,NG,NL,Other_countries,PH,PL,SE,TH,TR,TW,US,USGB,XX,ZA,Shah_Rukh_Khan,Boman_Irani,Kareena_Kapoor_Khan,Aamir_Khan,Yuki_Kaji,Priyanka_Chopra_Jonas,Junichi_Suwabe,Nawazuddin_Siddiqui,Kenjiro_Tsuda,Rani_Mukerji,Amitabh_Bachchan,Grey_DeLisle,Anupam_Kher,Maaya_Sakamoto,Naseeruddin_Shah,Fred_Tatasciore,Takahiro_Sakurai,Kari_Wahlgren,John_Abraham,Akshay_Kumar,Donald_Trump,Brijendra_Kala,Murali_Sharma,Om_Puri,Takehito_Koyasu,Tiffany_Haddish,John_Paul_Tremblay,Terry_Jones,Fred_Armisen,Robb_Wells,Tabu,Rajkummar_Rao,Mike_Smith,Mamoru_Miyano,Paresh_Rawal,Ajay_Devgn,Kevin_Michael_Richardson,Ranbir_Kapoor,Kappei_Yamaguchi,Nassar,Pankaj_Tripathi,John_Cleese,Mariya_Ise,Ron_Funches,Anil_Kapoor,Chris_Parnell,Hiroaki_Hirata,Johnny_Lever,Rishi_Kapoor,Adam_Sandler,Kim_Mi-kyeong,Tara_Strong,Ken_Jeong,Koichi_Yamadera,Daisuke_Ono,Sharat_Saxena,Abhishek_Bachchan,Yoshimasa_Hosoya,Carlos_Alazraqui,Saori_Hayami,Michael_Palin,Hochu_Otsuka,Eric_Idle,Jackie_Sandler,Konkona_Sen_Sharma,Kajol,Irrfan_Khan,Natsuki_Hanae,Michelle_Buteau,Eric_Bauza,Jane_Fonda,Deepika_Padukone,Akio_Otsuka,Aditi_Rao_Hydari,Kana_Hanazawa,Ikue_Otani,Dee_Bradley_Baker,Kensho_Ono,Kazuhiko_Inoue,Patrick_Roach,Jared_Sandler,Jun_Fukuyama,Joross_Gamboa,Kevin_Hart,Terry_Gilliam,Keegan-Michael_Key,Vir_Das,Kathryn_Bernardo,Jason_Schwartzman,Shahid_Kapoor,Vijay_Raaz,Sonam_Kapoor,Adil_Hussain,Nobunaga_Shimazaki,Manisha_Koirala,Ashleigh_Ball,Aoi_Yuki,Koji_Yusa,Tomokazu_Sugita,Graham_Chapman,Other_actors
"Noël Claus, Jules Claus, Suzanne, Ella","After discovering his grandfather is Santa Claus, Jules has to help him deliver his presents all around the world. But Jules' hatred for Christmas might make that more difficult than Santa thought.",96.0,5.5,2022.0,The Claus Family,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Samy Diakhaté, Nadia, Samy's childhood friend, Ben, radio animator, Jeff, mountain guide, Max, radio animator, Evelyne Diakhaté, Samy's mother, Celestin Diakhaté, Samy's father, Houria, Nadia's mother, Nassir, Johnny, sherpa, Kévin, friend of Samy's, Johan, german hiker, Saïd, friend of Samy's, Nadir, friend of Samy's, Didier Fauconnier, Emmerich, german hiker, Angélique, supermarket employee, Sophie, employee of Radio Nomade, Charlotte, cameraman and director, Omar, Samy's sister, Peter, agent in Kathmandu, Florence Monget, journalist, Mr. Menaz, promoter, Hostess of the travel agency, Samira, Businessman in the taxi, Florence's colleague, Samy's teacher, Youssef, Nassir's boss, Rooney, british hiker, Gerrard, british hiker, Young parisian, Julian Bugier, journalist from France 2, Jérôme Rillert, voice reporter launched by Julian Bugier (voice)","A true story of Samy, native of La Courneuve, who is out of love for Nadia, decides to climb Mount Everest.",103.0,6.9,7505.0,The Climb,6.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ava Hamilton, Schmidt, Mundy, Kiel, Monk Acosta, Tam, Mina Jensen, Volkov, Michael Hamilton, Molly, Mark Stambler, Radio Voice, Joe (voice), Ayana Age 7, Newscaster","Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",102.0,5.5,104068.0,The Cloverfield Paradox,5.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Matilda Aseo, İsmet Denizer, Çelebi, Raşel Aseo, Selim Songür, Orhan Şahin, Tasula, Ali Şeker, Bahtiyar, David, Mevhibe, Aşçı Memnun, Hasan, Perihan, Genç Çelebi, Şükriye, Mr. X","The most unexpected people can become your chosen family in a place you never thought could be home. In 1950s Istanbul, amid political unrest, a Jewish mother seeks to reconnect with her daughter after being released from prison.",47.0,7.9,7810.0,The Club,7.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Joshua Mansky, Agent Stone, G. Moran, Donald Novak, PKiN Director, Agent White, Policjant przy blokadzie drogi","Warsaw, Poland, during the Cuban Missile Crisis, 1962. Josh Mansky, a troubled math genius and former US chess champion, is recruited to hold a dangerous public match against the Soviet champion, while playing the deadly game of espionage hidden in the darkest shadows of a hostile territory.",104.0,6.2,10749.0,The Coldest Game,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Blake, Gibson, Narvik, Tucker, Father, Paling, Munay, Maila, Young Blake, Neil, Oogklap (uncredited), Girl 1(uncredited), Holden (uncredited), Mud Girl(uncredited)","In the not-too-distant future: after a global catastrophe has wiped out nearly all of humanity on Earth, an elite astronaut from Space Colony Kepler must make a decision that will seal the fate of the people on both planets.",104.0,5.3,8495.0,The Colony,5.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"James Comey, Donald Trump, Sally Yates, Andrew McCabe, Patrice Comey, Rod Rosenstein, Trisha Anderson, Robert Mueller, Claire Comey","An immersive, behind-the-headlines account of the historically turbulent events surrounding the 2016 presidential election and its aftermath, which divided a nation. This two-part biopic tells the story of two powerful figures, Comey and Trump, whose strikingly different personalities, ethics and loyalties put them on a collision course.",82.0,7.400000000000001,8829.0,The Comey Rule,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Self, Self",Henry Lee Lucas rose to infamy when he confessed to hundreds of unsolved murders. This docuseries examines the truth -- and horrifying consequences.,48.0,7.4,8984.0,The Confession Killer,7.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Clara Belmonte, Diego de Castamar, Enrique de Arcona, Francisco Marlango, Amelia Castro, Beatriz Ulloa, Elisa Costa, Gabriel de Castamar, Melquiades Elquiza, Mercedes de Castamar, Isabel de Farnesio, Úrsula Berenguer, Hernaldo de la Marca","Set in early 18th-century Madrid, the plot follows the love story between an agoraphobic cook and a widowed nobleman.",55.0,7.4,3807.0,The Cook of Castamar,7.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nojima Yuzuru, Tsuki Ayako, Oashisu / Oasis",People bring their stories of missed lust connections to an objective panel of experts who then judge whether they could have gone all the way or not.,24.0,6.8,104.0,The Could've-Gone-All-the-Way Committee,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kit Casey (voice), Sam Snow (voice), (voice), (voice), (voice), (voice), (voice), (voice), (voice), (voice), (voice)","Follows Sam Snow and Kit Casey, two brilliant agents, as they solve mysteries that mix real zoological facts with wild detective action.",29.0,8.5,88.0,The Creature Cases,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kevin Gibson, Catherine Spencer, Jake Martin, Chuck Stubbs, Amir Lajani, Beth Paige","When the owner of the fictional NASCAR Bobby Spencer Racing team steps down and passes the team off to his daughter Catherine, the crew chief has to protect himself and his crew from her attempts to  modernize.",27.0,6.5,5528.0,The Crew,7.099999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Alicia, Ignacio, Daniel, Marcela, Gladys, Dr. Vieytes, Psicóloga, Médico SAME, Dr. Echezábal, Santi, Directora Jardín, Empleada Juzgado, Fiscal Vitali, Fiscal, Dr. Villar","Desperate and confused, Alicia will do the impossible to keep her son from prison after he's convicted of trying to murder his ex-wife.",99.0,6.7,3973.0,The Crimes That Bind,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Prince Philip, Duke of Edinburgh, Princess Margaret, John Major, Charles, Prince of Wales, Diana, Princess of Wales, Camilla Parker-Bowles","The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",56.0,8.7,194243.0,The Crown,8.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ha Sun / Lee Hun, Yoo So-Woon, Lee Kyu, Woon-Sim, Eunuch Jo, Shin Chi-Soo, King's mother, Kab-Soo, Prince Jinpyung, Court Lady Kim, Jang Moo-Young, Ae-Young, Shin Yi-Kyeom, Jang Moo Young, Dal Lae, Sun Hwa Dang","The story takes place at a time in Joseon history, when upheaval and power struggles surrounding the throne had reached extreme levels. In order to escape those who plan to assassinate him, the king puts a clown, who looks exactly like him, on the throne.",75.0,8.0,938.0,The Crowned Clown,8.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Narrator (voice),"Recounts the tumultuous history of Cuba, a nation of foreign conquest, freedom fighters and Cold War political machinations.",45.0,7.6,1649.0,The Cuba Libre Story,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mugman (voice), Cuphead (voice)",Follow the misadventures of the impulsive Cuphead and his cautious but persuadable brother Mugman in this animated series based on the hit video game.,15.0,7.4,6513.0,The Cuphead Show!,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Christine McConnell, Rose, Rankle","Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts -- and wildly inappropriate creatures.",27.0,7.7,2397.0,The Curious Creations of Christine McConnell,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Lim Jin-hee, Jin Jong-hyun, Jin Kyung, Baek So-jin, Jung Seong-jun, Lee Hwan, Kim Pil-sung, Tak Jung-hoon, Cheon Ju-bong, [Jong Hyun's mother], Lim Jin-hee (young)","Im Jin Hee is a gung ho reporter, out to do the ring thing. She covers a violent case involving Forest, the biggest IT company in South Korea. The chairman of Forest is Jin Jong Hyun. He relies heavily on shamanism. During her investigation, Im Jin Hee learns of a spiritual consulting company that is affiliated with Forest. The head of that affiliate company is Jin Kyung. While trying to reveal the secret behind Forest, Im Jin Hee meets So Jin. She is possessed by a spirit and she has a special ability.",62.0,7.1,466.0,The Cursed,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bianca Piper, Wesley Rush, Madison Morgan, Jess Harris, Casey Cordero, Principal Buchanon, Mr. Arthur, Mr. Fillmore, Dottie Piper, A.J., Caitlyn, Matt, Jeffrey, Octavia, Toby Tucker, Señor Gomez, Jarrett","Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.",101.0,6.4,93675.0,The DUFF,6.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"旁白 (配音), 陈超 (配音), 卓异(配音), 王祖康 Wang Zukang (voice), 九宫良子(配音), 王令 Wang Ling (voice), 吞天蛤 Tun Tianha, 林小羽 Lin Xiaoyu (voice)","As a cultivation genius who has achieved a new realm every two years since he was a year old, Wang Ling is a near-invincible existence with prowess far beyond his control. But now that he’s sixteen, he faces his greatest battle yet – Senior High School. With one challenge after another popping up, his plans for a low-key high school life seem further and further away…",19.0,7.2,1331.0,The Daily Life of the Immortal King,8.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Brea (voice), Deet (voice), Rian (voice), skekTek (The Scientist) (voice), Onica (voice), Tavra (voice), skekOk (The Scroll-Keeper) (voice), Aughra (voice), Ordon (voice), skekLach (The Collector) (voice), skekSo (The Emperor) (voice), skekVar (The General) (voice), skekSil (The Chamberlain) (voice), Hup (voice), Librarian (voice), Cadia (voice), All-Maudra (voice), skekZok (The Ritual Master) (voice), Seladon (voice), Gurjin (voice), skekAyuk (The Gourmand) (voice), Kylan (voice), Maudra Fara","Return to the world of Thra, where three Gelfling discover the horrifying secret behind the Skeksis' power and set out to ignite the fires of rebellion and save their world.",51.0,8.4,24419.0,The Dark Crystal: Age of Resistance,7.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Peter Taylor, Bronny Taylor, Michael Taylor, Stephanie Taylor, Andrew Carter, Gary Carter, Joy Carter, Dr. Jones, Wendy, Simon Richards, Kat, Trish, Tasha, H. Quinlan, Checkout Lady, Doctor Jones, Police Officer",A family returns from a Grand Canyon vacation with a supernatural presence in tow.,92.0,4.5,16090.0,The Darkness,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Self, Self, Self, Self, Self, Self, Self, Self, Self","Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo Guzmán, the world’s most-wanted drug lord.",55.0,6.8,1093.0,The Day I Met El Chapo: The Kate del Castillo Story,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Self (archive footage), Self, Self (archive footage), Self (archive footage), Self (archive footage), Self (archive footage)","Describing herself as a 'street queen,' Johnson was a legendary fixture in New York City’s gay ghetto and a tireless voice for LGBT pride since the days of Stonewall, who along with fellow trans icon Sylvia Rivera, founded Street Transvestites Action Revolutionaries (S.T.A.R.), a trans activist group based in the heart of NYC’s Greenwich Village. Her death in 1992 was declared a suicide by the NYPD, but friends never accepted that version of events. Structured as a whodunit, with activist Victoria Cruz cast as detective and audience surrogate, The Death and Life of Marsha P. Johnson celebrates the lasting political legacy of Johnson, while seeking to finally solve the mystery of her unexplained death.",105.0,7.2,2964.0,The Death and Life of Marsha P. Johnson,7.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
